selling_price,km_driven,fuel,seller_type,transmission,owner,seats,torque_rpm,mil_kmpl,engine_cc,max_power_new,No_of_years
300000,60000,Diesel,Individual,Manual,Second Owner,5.0,2500,17.88,1405.0,48.21,7
120000,80000,Petrol,Individual,Manual,Second Owner,5.0,4500,17.3,993.0,60.0,19
490000,45900,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83,8
425000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6,10
155000,40000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,12
490000,90000,Diesel,Individual,Manual,Second Owner,8.0,2800,12.05,2179.0,120.0,10
132000,105000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,13
750000,30000,Diesel,Individual,Manual,First Owner,5.0,21966,22.54,1396.0,88.76,5
225000,20000,Petrol,Individual,Manual,First Owner,5.0,3500,18.9,998.0,67.1,12
240000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,20.36,1197.0,78.9,12
33351,90000,Petrol,Individual,Manual,Third Owner,5.0,3500,18.9,998.0,67.1,19
80000,80000,Petrol,Individual,Manual,Second Owner,5.0,4200,18.0,995.0,62.0,13
40000,120000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0,19
1100000,50000,Diesel,Individual,Manual,Second Owner,7.0,1750,21.9,1498.0,98.6,4
2711000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0,6
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56,4
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0,6
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94,8
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0,4
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7,7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05,10
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,5
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7,7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6,10
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,4
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73,6
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,5
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97,6
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76,4
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5,7
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0,5
380000,80000,Diesel,Individual,Manual,Second Owner,5.0,2500,24.4,1120.0,71.0,7
300000,120000,Diesel,Individual,Manual,Second Owner,7.0,2700,11.57,2179.0,138.1,12
240000,50000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3,9
325000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,22.9,1248.0,74.0,12
400000,130000,Diesel,Individual,Manual,First Owner,6.0,2250,25.32,1198.0,77.0,7
800000,50000,Diesel,Individual,Manual,First Owner,8.0,1900,21.04,1461.0,83.8,6
950000,80000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96,5
300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,22.9,1248.0,74.0,10
350000,5000,Petrol,Individual,Manual,First Owner,5.0,3500,22.05,796.0,47.3,3
530000,59000,Petrol,Individual,Manual,First Owner,5.0,3600,18.15,1198.0,82.0,6
350000,100000,Diesel,Individual,Manual,Third Owner,7.0,1750,18.2,1248.0,73.8,10
168000,50000,Petrol,Individual,Automatic,First Owner,5.0,4250,11.0,2359.0,165.0,15
240000,45000,Petrol,Individual,Manual,Second Owner,5.0,4386,25.17,799.0,53.3,7
220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,19.3,1248.0,73.9,13
110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3500,18.9,1061.0,67.0,15
850000,100000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,7
545000,110000,Diesel,Individual,Manual,First Owner,7.0,1750,20.77,1248.0,88.76,9
2064000,24000,Diesel,Individual,Manual,First Owner,8.0,2800,13.68,2393.0,147.8,5
950000,25000,Diesel,Individual,Manual,First Owner,5.0,1750,25.1,1248.0,88.5,5
200000,68697,Petrol,Individual,Manual,Third Owner,5.0,4000,21.1,814.0,55.2,10
660000,30000,Diesel,Individual,Manual,First Owner,5.0,2000,25.2,1248.0,74.0,6
420000,40000,Diesel,Individual,Manual,Second Owner,5.0,1750,25.8,1498.0,98.6,10
150000,29000,Petrol,Individual,Manual,First Owner,5.0,3000,16.5,1172.0,65.0,13
175000,68000,Diesel,Individual,Manual,Second Owner,5.0,1750,25.44,936.0,57.6,10
750000,15000,Petrol,Individual,Automatic,First Owner,5.0,4800,18.1,1199.0,88.7,5
425000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,23.2,1248.0,73.94,9
790000,126000,Diesel,Individual,Manual,Third Owner,5.0,2800,21.43,1364.0,87.2,8
830000,300000,Diesel,Individual,Manual,Third Owner,7.0,3400,12.8,2494.0,102.0,12
650000,94000,Diesel,Individual,Manual,Second Owner,7.0,1750,24.5,1498.0,98.6,8
780000,129000,Diesel,Individual,Manual,Third Owner,5.0,2800,21.43,1364.0,87.2,8
180000,55000,Petrol,Individual,Manual,Second Owner,5.0,9904,19.81,1086.0,68.05,13
869999,40000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96,4
275000,50000,Diesel,Individual,Manual,First Owner,5.0,3000,21.12,1248.0,88.8,12
630000,25000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83,6
150000,60000,Petrol,Individual,Manual,Second Owner,5.0,4200,13.4,1794.0,125.0,15
315000,25000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3,7
189000,70000,Diesel,Individual,Manual,Second Owner,5.0,3000,23.57,1396.0,70.0,12
580000,120000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0,9
825000,35000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,5
650000,60000,Diesel,Individual,Manual,Second Owner,7.0,2700,14.1,2179.0,148.0,7
50000,62000,Petrol,Individual,Manual,Second Owner,5.0,4700,13.0,1343.0,90.0,19
200000,120000,Petrol,Individual,Manual,Second Owner,5.0,3750,16.25,1198.0,73.9,12
135000,120000,Diesel,Individual,Manual,Third Owner,7.0,2500,15.42,1405.0,70.0,10
680000,80000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73,6
670000,80000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73,6
1000000,60000,Diesel,Individual,Automatic,First Owner,5.0,2500,16.73,1995.0,218.0,13
240000,80000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1,13
555000,147279,Diesel,Individual,Manual,Second Owner,7.0,2400,17.0,2200.0,139.01,9
455000,98000,Diesel,Individual,Manual,First Owner,5.0,2500,20.5,1598.0,103.5,10
750000,25000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02,5
700000,90000,Diesel,Individual,Automatic,First Owner,5.0,2000,26.59,1248.0,74.0,7
220000,22000,Petrol,Individual,Automatic,First Owner,4.0,4000,21.9,624.0,37.48,7
160000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,25.0,1396.0,69.0,9
225000,100000,Diesel,Individual,Manual,Second Owner,5.0,1750,22.1,1248.0,76.9,10
140000,120000,Diesel,Individual,Manual,Second Owner,5.0,2500,19.09,1396.0,69.0,15
600000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,23.4,1248.0,74.0,9
1000000,24700,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,8
65000,100000,Petrol,Individual,Manual,Third Owner,5.0,4200,18.0,995.0,62.0,15
500000,10000,Petrol,Individual,Manual,First Owner,5.0,4200,20.89,1197.0,81.8,4
1100000,88754,Diesel,Dealer,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,6
1150000,43526,Diesel,Dealer,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,6
320000,55885,Petrol,Dealer,Manual,First Owner,5.0,3750,16.25,1198.0,75.0,11
950000,16034,Diesel,Dealer,Manual,First Owner,5.0,2500,21.7,1498.0,98.96,4
250000,156040,Diesel,Dealer,Manual,First Owner,5.0,2000,20.0,1399.0,68.0,11
400000,93415,Diesel,Dealer,Manual,First Owner,7.0,1800,13.1,2499.0,141.0,19
1100000,122000,Diesel,Individual,Automatic,Second Owner,5.0,3000,18.48,1995.0,177.0,15
600000,20000,Diesel,Individual,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,6
509999,46000,Petrol,Individual,Manual,First Owner,5.0,4200,22.0,1197.0,81.8,6
395000,50000,Petrol,Individual,Manual,Third Owner,5.0,3800,15.41,1598.0,103.2,7
469000,5000,Petrol,Individual,Manual,First Owner,5.0,3500,21.79,998.0,67.05,5
250000,42000,Petrol,Individual,Manual,First Owner,5.0,3500,24.7,796.0,47.3,6
130000,68519,Petrol,Dealer,Manual,First Owner,5.0,4200,16.2,995.0,62.1,12
906000,30000,Diesel,Individual,Manual,First Owner,5.0,3250,23.0,1498.0,98.96,4
160000,85000,Diesel,Individual,Manual,First Owner,5.0,2000,20.0,1399.0,68.0,12
300000,88000,Petrol,Individual,Manual,First Owner,5.0,4000,17.5,1298.0,85.8,11
60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,2500,14.0,796.0,37.5,13
400000,100000,Petrol,Individual,Manual,Second Owner,5.0,4000,19.1,1197.0,85.8,9
450000,22966,Petrol,Dealer,Manual,First Owner,5.0,3300,23.84,1199.0,84.48,5
465000,80000,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1,9
325000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,22.9,1248.0,74.0,11
150000,70000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,15
250000,2350,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2,9
175000,50000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,12
175000,58000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,13
150000,80000,Petrol,Individual,Manual,Second Owner,5.0,4800,16.9,1497.0,100.0,17
797000,60000,Diesel,Individual,Manual,First Owner,7.0,2200,16.5,1493.0,70.0,5
800000,35000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.86,4
750000,59872,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1,4
400000,140000,Diesel,Individual,Manual,Second Owner,5.0,2775,13.5,2179.0,115.0,12
160000,110000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3,11
700000,91182,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1,7
160000,60000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3,13
400000,100000,Diesel,Individual,Manual,First Owner,5.0,2750,21.27,1396.0,88.76,11
451000,120000,Diesel,Individual,Manual,First Owner,5.0,2400,23.59,1364.0,67.06,10
40000,80000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0,21
300000,70000,Diesel,Individual,Manual,Third Owner,5.0,3000,21.12,1248.0,88.8,11
421000,59500,Petrol,Individual,Manual,Second Owner,5.0,3500,23.1,998.0,67.04,6
950000,45000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,7
395000,75500,Diesel,Individual,Manual,Second Owner,5.0,2750,23.0,1396.0,90.0,12
950000,46000,Diesel,Individual,Manual,Second Owner,5.0,1750,24.3,1248.0,88.5,7
270000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3,10
360000,60000,Petrol,Individual,Automatic,Second Owner,5.0,4200,15.0,1396.0,100.0,14
235000,152500,Diesel,Individual,Manual,First Owner,5.0,2000,17.8,1248.0,75.0,15
1850000,60000,Diesel,Individual,Automatic,Second Owner,5.0,1800,13.0,2143.0,201.1,9
1900000,130000,Diesel,Individual,Automatic,First Owner,7.0,3200,12.55,2982.0,168.5,8
550000,23456,Petrol,Dealer,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,6
1225000,39000,Diesel,Dealer,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,8
700000,15000,Petrol,Individual,Manual,First Owner,5.0,4800,17.5,1199.0,88.7,6
1650000,69123,Diesel,Dealer,Manual,First Owner,5.0,2500,17.1,1956.0,170.0,6
376000,26000,Petrol,Individual,Manual,First Owner,5.0,4500,19.4,1198.0,86.8,11
875000,77524,Diesel,Dealer,Manual,First Owner,5.0,2750,22.7,1498.0,89.84,6
459999,40523,Petrol,Dealer,Manual,Second Owner,5.0,4000,18.5,1197.0,82.85,9
755000,39000,Diesel,Dealer,Manual,First Owner,5.0,2000,28.4,1248.0,74.0,5
6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,5.0,4100,15.26,1798.0,187.74,4
5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,5.0,4100,15.26,1798.0,187.74,4
6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,5.0,4100,15.26,1798.0,187.74,4
1050000,220000,Diesel,Individual,Manual,Second Owner,7.0,3400,11.5,2982.0,171.0,13
1050000,120000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0,8
800000,25000,Petrol,Individual,Automatic,First Owner,5.0,4000,21.4,1197.0,83.1,5
600000,31000,Diesel,Individual,Manual,Second Owner,5.0,2000,25.2,1248.0,74.0,8
530000,42000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1,6
450000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14,8
235000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,20.92,998.0,67.1,12
550000,240000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0,10
395000,35000,Petrol,Individual,Automatic,Second Owner,5.0,3800,14.3,1598.0,103.5,10
450000,35000,Petrol,Individual,Manual,First Owner,5.0,3500,20.3,1199.0,84.0,5
600000,5000,Petrol,Individual,Manual,First Owner,7.0,3500,20.0,999.0,72.0,4
610000,110000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,7
690000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83,6
790000,15000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5,5
254999,40000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1,9
500000,41000,Petrol,Individual,Manual,First Owner,5.0,4800,18.7,1199.0,88.7,7
340000,100000,Diesel,Individual,Manual,Second Owner,7.0,1500,13.6,2523.0,63.0,12
150000,120000,Diesel,Individual,Manual,First Owner,9.0,2500,12.2,1948.0,68.0,15
245000,110000,Diesel,Individual,Manual,Third Owner,7.0,1500,13.6,2523.0,63.0,16
515000,120000,Diesel,Individual,Manual,Second Owner,5.0,2500,20.34,1498.0,103.2,8
122000,60000,Diesel,Individual,Manual,Second Owner,5.0,2200,12.8,1995.0,52.0,15
160000,35000,Petrol,Individual,Manual,Third Owner,5.0,9904,19.81,1086.0,68.05,14
110000,120000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,16
360000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,25.2,1248.0,74.0,9
260000,90000,Diesel,Individual,Manual,Third Owner,5.0,2750,16.2,1493.0,110.0,12
128000,60000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3,16
600000,80000,Diesel,Individual,Manual,Second Owner,5.0,2750,23.9,1582.0,126.2,8
800000,151000,Diesel,Individual,Manual,Second Owner,7.0,3400,11.5,2982.0,171.0,13
675000,25000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02,4
1000000,24700,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,8
65000,100000,Petrol,Individual,Manual,Third Owner,5.0,4200,18.0,995.0,62.0,15
500000,10000,Petrol,Individual,Manual,First Owner,5.0,4200,20.89,1197.0,81.8,4
300000,50000,Petrol,Individual,Manual,First Owner,5.0,4100,15.0,1586.0,104.68,13
125000,80000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0,14
550000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,6
150000,80000,Petrol,Individual,Manual,Third Owner,5.0,3000,19.7,796.0,46.3,16
891000,80000,Diesel,Individual,Manual,First Owner,7.0,2800,15.4,2179.0,120.0,6
1050000,70000,Diesel,Individual,Manual,First Owner,7.0,3600,12.99,2494.0,100.6,8
750000,15000,Petrol,Individual,Manual,First Owner,5.0,4500,21.1,998.0,100.5,5
380000,27500,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,82.9,11
800000,110000,Diesel,Individual,Manual,Second Owner,8.0,3600,12.99,2494.0,100.6,10
200000,120000,Petrol,Individual,Manual,First Owner,5.0,3000,15.7,1390.0,75.0,13
700000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,28.09,1248.0,88.5,7
229999,290000,Diesel,Individual,Manual,First Owner,10.0,2400,13.1,2446.0,75.0,21
300000,74000,Petrol,Individual,Manual,Second Owner,5.0,4300,12.8,2354.0,177.6,13
670000,120000,Diesel,Individual,Manual,First Owner,7.0,1750,24.2,1498.0,98.6,8
210000,140000,Petrol,Individual,Manual,First Owner,5.0,2700,17.7,1497.0,78.0,16
370000,40000,Petrol,Individual,Manual,First Owner,5.0,4200,20.89,1197.0,81.8,6
600000,20000,Petrol,Individual,Automatic,First Owner,5.0,4000,21.4,1197.0,83.1,4
810000,15000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,3
346000,16000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0,4
55000,130000,Petrol,Individual,Manual,First Owner,5.0,4700,13.0,1343.0,90.0,18
250000,118000,Diesel,Individual,Manual,Second Owner,7.0,2700,13.93,2179.0,138.03,11
120000,44000,Petrol,Individual,Manual,Second Owner,5.0,4500,16.1,1298.0,88.2,17
600000,50000,Diesel,Individual,Manual,Second Owner,7.0,1750,20.77,1248.0,88.8,10
330000,60000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0,7
400000,147000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83,9
100000,40000,Diesel,Individual,Manual,Second Owner,5.0,2500,16.8,1405.0,62.0,19
450000,100000,Petrol,Individual,Manual,Third Owner,5.0,4000,19.1,1197.0,85.8,9
800000,55000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5,6
340000,40000,Diesel,Individual,Manual,Second Owner,5.0,2000,27.62,793.0,47.0,8
225000,64000,Diesel,Individual,Manual,Third Owner,5.0,4500,21.1,1248.0,73.9,13
55000,100000,Petrol,Individual,Manual,Second Owner,5.0,4500,17.3,993.0,60.0,21
900000,50000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5,7
2500000,30000,Diesel,Individual,Automatic,First Owner,5.0,2500,9.0,1984.0,181.0,9
465000,30000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,5
70000,150000,Petrol,Individual,Manual,First Owner,5.0,4500,17.3,993.0,60.0,19
400000,24177,Petrol,Individual,Manual,First Owner,5.0,4000,17.57,1193.0,88.7,7
185000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,16.1,1405.0,70.0,11
140000,150000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1,17
415000,120000,Diesel,Individual,Manual,Second Owner,7.0,1900,21.04,1461.0,83.8,8
532000,121779,Diesel,Individual,Manual,First Owner,8.0,2800,12.05,2179.0,120.0,11
600000,56000,Diesel,Individual,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,6
150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4100,15.0,1586.0,104.68,15
459999,12000,Petrol,Individual,Manual,First Owner,5.0,4200,20.4,1197.0,81.8,5
800000,15381,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,6
310000,5000,Diesel,Individual,Manual,First Owner,7.0,1500,13.6,2523.0,63.0,12
475000,40000,Diesel,Individual,Manual,First Owner,5.0,2250,19.01,1461.0,108.5,9
310000,35000,CNG,Individual,Manual,Second Owner,5.0,3500,26.6,998.0,58.16,7
350000,10000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05,5
1800000,10000,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0,4
640000,25000,Petrol,Individual,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,5
350000,50000,Petrol,Individual,Automatic,First Owner,5.0,3500,20.51,998.0,67.0,6
600000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5,5
575000,23000,Diesel,Individual,Manual,First Owner,5.0,2750,23.9,1582.0,126.2,8
974000,15000,Diesel,Individual,Manual,First Owner,6.0,2000,16.55,2498.0,105.0,4
445000,5000,Petrol,Individual,Automatic,Second Owner,5.0,3500,20.51,998.0,67.0,5
580000,15000,Diesel,Individual,Manual,Second Owner,7.0,1750,20.77,1248.0,88.76,8
1050000,20000,Diesel,Individual,Manual,First Owner,5.0,2750,22.1,1396.0,88.7,3
600000,50000,Diesel,Individual,Manual,First Owner,5.0,3250,22.77,1498.0,98.59,8
370000,40000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.16,1196.0,86.8,6
150000,70000,Petrol,Individual,Manual,Third Owner,5.0,3500,18.2,1061.0,64.0,16
483000,15000,Petrol,Individual,Manual,First Owner,5.0,3500,23.1,998.0,67.04,6
470000,10000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0,7
950000,25000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5,5
450000,50000,Petrol,Individual,Manual,Third Owner,5.0,4200,17.01,1591.0,121.3,10
345000,70000,Petrol,Individual,Manual,First Owner,5.0,3000,17.6,1496.0,88.7,12
600000,5000,Petrol,Individual,Automatic,First Owner,5.0,4200,20.89,1197.0,81.8,3
300000,60000,Petrol,Individual,Manual,First Owner,5.0,3500,19.0,998.0,66.1,14
160000,74800,Petrol,Individual,Manual,Second Owner,5.0,3500,18.2,998.0,67.1,16
120000,80000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0,19
220000,270000,CNG,Individual,Manual,First Owner,5.0,3000,21.94,1196.0,61.7,11
340000,120000,Petrol,Individual,Manual,First Owner,5.0,9414,20.3,998.0,68.05,5
138000,120000,Petrol,Individual,Manual,Second Owner,5.0,2700,17.7,1497.0,78.0,16
231000,80000,Petrol,Individual,Manual,Third Owner,5.0,4000,17.5,1298.0,85.8,13
800000,120000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0,10
960000,20000,Petrol,Individual,Manual,First Owner,5.0,3500,17.0,1197.0,108.6,4
120000,70000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,1061.0,67.0,14
270000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,18.9,998.0,67.1,11
200000,100000,Petrol,Individual,Manual,Second Owner,5.0,4000,21.1,1197.0,85.8,12
328000,123000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,85.8,11
432000,77000,Diesel,Individual,Manual,First Owner,5.0,2750,22.32,1582.0,126.32,11
565000,7000,Petrol,Individual,Manual,First Owner,5.0,4300,18.78,999.0,75.0,4
390000,70000,Petrol,Individual,Manual,First Owner,5.0,3000,15.37,1196.0,73.0,6
600000,30000,Diesel,Individual,Manual,First Owner,5.0,3000,25.83,1498.0,99.0,6
250000,120000,Diesel,Individual,Manual,Third Owner,5.0,2750,23.0,1396.0,90.0,12
165000,70000,Petrol,Individual,Manual,First Owner,5.0,4200,18.0,995.0,62.0,12
421000,105000,Petrol,Individual,Manual,First Owner,5.0,4800,17.0,1497.0,118.0,12
225000,109322,Petrol,Individual,Manual,Second Owner,5.0,3500,16.36,1495.0,93.7,11
350000,120000,Diesel,Individual,Manual,First Owner,5.0,2000,21.64,1461.0,84.8,10
1757000,24000,Diesel,Individual,Manual,First Owner,5.0,2500,17.1,1956.0,170.0,5
600000,70000,Diesel,Individual,Manual,Second Owner,5.0,2000,27.39,1248.0,74.0,8
515000,35000,Petrol,Individual,Manual,First Owner,5.0,3500,24.0,1199.0,83.81,5
80000,80000,Petrol,Individual,Manual,Third Owner,4.0,2500,16.1,796.0,37.0,24
800000,70000,Diesel,Individual,Manual,Second Owner,5.0,1750,23.65,1248.0,88.5,6
120000,100000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,2800,10.5,2179.0,120.0,19
2711000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0,6
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56,4
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0,6
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94,8
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0,4
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7,7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05,10
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0,5
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7,7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6,10
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,4
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73,6
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8,5
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97,6
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0,4
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76,4
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5,7
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0,5
475000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04,6
400000,20000,Petrol,Individual,Automatic,First Owner,5.0,3500,20.51,998.0,67.0,8
